Company ID,Email,First Name,Last Name,Job Title,Industry,Product Interest,Country,Region,Lead Source,Lead Sub Source,Device Type,Number of Employees,Signup Date,Became a MQL Date,First Demo Date,Became a Customer Date,Annual Revenue
1182,4shrj0hkio@697840.com,Tracy,Bush,Supervisor,healthcare,Digital Forms & Checklists,United States of America,NorthAmerica,Paid Search,cpc-google,PC,75,11/06/2024,,,,
1183,e725jdj216@827831.com,Brian,Hernandez,Admin,healthcare,General,Australia,APAC,Organic Traffic,organic,PC,150,11/06/2024,,,,
1184,1n3lpwaezx@111140.com,Robert,Griffith,Employee,construction,Time & Attendance,United States of America,NorthAmerica,Paid Search,cpc-google,PC,75,11/06/2024,11/06/2024,,,
1185,64tq5tfde5@117861.com,Claudia,Lindsey,Company &Administrator,other,Time & Attendance,Canada,NorthAmerica,Paid Search,cpc-google_pmax,PC,150,11/06/2024,11/06/2024,,,
1186,po1kv76b7k@114904.com,James,Reyes,Digital Marketing Manager,other,Time & Attendance,United Arab Emirates,ArabStates,Paid Search,cpc-google,PC,20,11/06/2024,,,,
1187,6snnkfnn3k@458166.com,James,Gonzalez,Accountant,education,General,United Kingdom,Europe,Paid Search,cpc-google,PC,20,11/06/2024,,,,
1188,q0zw60hy1u@807128.com,Timothy,Chapman,Program Coordinator,foodBeverages,Time & Attendance,United States of America,NorthAmerica,Unknown,,Mobile,20,11/06/2024,,17/06/2024,,
1189,v0c633jxqs@239927.com,John,Williams,hdfghd,security,Scheduling,Egypt,ArabStates,Unknown,,Mobile,20,11/06/2024,,,,
1190,ru7qx68rio@246343.com,Tracy,Wright,Field representative,other,General,United States of America,NorthAmerica,Organic Traffic,mobile,Mobile,40,11/06/2024,,,,
1191,pve2cy7whs@699970.com,Christy,Shaw,Manager,healthcare,Payroll,Georgia,APAC,Organic Traffic,organic,PC,75,11/06/2024,,,,
1192,regsgfmekx@785163.com,Derek,Glover,CEO,construction,Scheduling,Philippines,APAC,Paid Search,cpc-google,PC,75,11/06/2024,,,,
1193,kfqekijcfw@168828.com,Chad,Owen,Coordinator,fieldServices,General,Sri Lanka,APAC,Organic Traffic,organic,PC,75,11/06/2024,,,,
1194,1bln2nigc1@295265.com,Cynthia,Galvan,IT,cleaning,General,United States of America,NorthAmerica,Organic Traffic,organic,PC,150,11/06/2024,,,,
1195,qyinrzwo62@178825.com,Bob,Holder,dukgff,healthcare,Payroll,Western Sahara,other,Organic Traffic,mobile,Mobile,40,11/06/2024,,,,
1196,afuhazcn7v@230278.com,David,Blair,President,cleaning,General,United States of America,NorthAmerica,Paid Search,cpc-google,PC,75,11/06/2024,,,,
1197,vv66mftrgz@104689.com,Patricia,Johnson,IT,manufacturing,General,Portugal,Europe,Paid Search,cpc-google,PC,20,11/06/2024,,,,
1198,cz7iv3jp7n@894953.com,Michael,Riley,Manager,other,General,United States of America,NorthAmerica,Paid Search,cpc-google_brand,PC,20,11/06/2024,11/06/2024,,25/06/2024,420
1199,vmyhz51ly5@668855.com,Tonya,Adkins,Aydante general,construction,Payroll,Mexico,NorthAmerica,Organic Traffic,mobile,Mobile,20,11/06/2024,,,,
1200,f5v645lkz6@551729.com,Erin,Yu,Director,security,Scheduling,United Kingdom,Europe,Paid Search,cpc-google,PC,75,11/06/2024,,,,
1201,9y2tefgg1p@479092.com,Cynthia,Schultz,Operations Manager,cleaning,General,Australia,APAC,Paid Search,cpc-google_brand,PC,20,11/06/2024,,13/06/2024,,
1203,8ohh86bgqi@531301.com,Andrew,Snyder,Housing Manager,other,Scheduling,Canada,NorthAmerica,Paid Search,cpc-google,PC,20,11/06/2024,,,,
1204,efwtt3oey8@984546.com,Brian,Chavez,CEO,construction,Payroll,Qatar,ArabStates,Paid Search,cpc-google,PC,75,11/06/2024,11/06/2024,,,
1205,odvkgm985g@905037.com,Tyrone,Dickson,Community - Sky Squad,events,Scheduling,United States of America,NorthAmerica,Organic Traffic,organic,PC,20,11/06/2024,11/06/2024,13/06/2024,,
1206,pbmg7bva96@880755.com,Zachary,Fisher,Trader,manufacturing,General,China,APAC,Paid Search,cpc-google,PC,150,11/06/2024,,,,
1207,0r0wu4xok3@562823.com,Glenn,Garrett,Manager,healthcare,Scheduling,United Kingdom,Europe,Paid Search,cpc-google,Mobile,20,11/06/2024,,,,
1208,mhnufn29ps@479342.com,Jesse,Russo,Partner,construction,Payroll,United States of America,NorthAmerica,Paid Search,cpc-google_brand,PC,20,11/06/2024,11/06/2024,,13/06/2024,588
1209,zccqw4o5lo@987567.com,Corey,Hamilton,Crew member,construction,General,United States of America,NorthAmerica,Paid Search,cpc-google,Mobile,20,11/06/2024,,,,
1210,clt4qe0mg8@477243.com,Nicole,Collins,Operations Consultant,retail,General,United States of America,NorthAmerica,Organic Traffic,organic,PC,40,11/06/2024,,,12/06/2024,"2,964"
1211,dx2t9uvc6q@534706.com,Kathy,Hall,marquez,foodBeverages,Scheduling,Spain,Europe,Referral & Partnerships,partnerships-partnerstack,PC,20,11/06/2024,,,,
1212,z9cvoreshq@383061.com,Steven,Mcgee,SALES DIRECTOR,retail,Digital Forms & Checklists,Greece,Europe,Paid Search,cpc-google,PC,40,11/06/2024,,,,
1213,yrk5cvjjqn@907442.com,Sergio,Mccormick,Managing Director,construction,General,Qatar,ArabStates,Paid Search,cpc-google,PC,40,11/06/2024,11/06/2024,,,
1214,2qcywxed4l@160461.com,Melissa,Nunez,CEO,other,General,United States of America,NorthAmerica,Paid Search,cpc-saasworthy,PC,75,11/06/2024,11/06/2024,,,
1215,exo3vm7i8r@752199.com,Frank,Young,Commissioning Manager,construction,Digital Forms & Checklists,"Taiwan, Province of China",APAC,Paid Search,cpc-google,PC,40,11/06/2024,,,,
1216,1okq3tkx82@575162.com,Valerie,Prince,Admin. Assistant,education,Scheduling,United States of America,NorthAmerica,Paid Search,cpc-pmp,PC,20,11/06/2024,11/06/2024,,,
1217,hcdp8p32i0@892497.com,Jennifer,Sandoval,Owner,fitness,Scheduling,United States of America,NorthAmerica,Paid Search,cpc-google,PC,40,11/06/2024,,,,
1218,m595ksm9z0@420829.com,Richard,Peterson,Ceo,other,General,United States of America,NorthAmerica,Organic Traffic,insite,Mobile,40,11/06/2024,21/06/2024,,,
1219,qa7np2vckf@643374.com,Benjamin,Sullivan,Director,security,Scheduling,Canada,NorthAmerica,Direct Traffic,direct,PC,40,11/06/2024,12/06/2024,,25/06/2024,"1,416"
